Event #,PE,Event Date,Month,CY,Fiscal Month,Fiscal Year,Squadron,T/M/S,Buno,Class,PEAT Severity,HAZREP / WESS - RMI ID,MOFE 45 Due Date,MOFE 90 Due Date,Part A,Part B,Part C,Part D,Final Summary Report,Status,Category,Circumstances,Buno Occurances,ITEM,ITEM 2,ITEM 3, ALSS Issues,RECOMMENDATIONS,,
322,Yes,1/19/2016,1,2016,4,2016,VAQ-138,EA-18G,168388,HAZREP,Moderate Low,1453266863164,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
324,Yes,1/20/2016,1,2016,4,2016,VFA-106,F/A-18E,169121,HAZREP,Minor,1458743691062,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
59T,Yes,1/20/2016,1,2016,4,2016,VT-9,T-45C,165083,D,,1453487945778,,,Yes,N/A,N/A,,N/A,Closed,ECS,Cabin Integrity,1,,,,,,,
326,Yes,1/21/2016,1,2016,4,2016,VAQ-130,EA-18G,168251,HAZREP,Unknown,1453344847004,,,Yes,Yes,Yes,,N/A,Closed,ECS,Unknown ECS Component Failure,1,N/A,,,,,,
,No,1/22/2016,1,2016,4,2016,VMFAT-501,F-35B,168721,HAZREP,,1453759292562,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,1/25/2016,1,2016,4,2016,VFA-143,F/A-18E,166605,HAZREP,,1453736296403,,,No,No,No,,N/A,Closed,ECS,Canopy Baffle Seal and Sys Flow Mod Press Reg,1,,,,,,,
60T,Yes,1/25/2016,1,2016,4,2016,VT-21,T-45C,165058,D,,1456712964989,,,Yes,N/A,Yes,,N/A,Closed,ECS,Bleed Air Failure,2,,,,,,,
346,Yes,1/26/2016,1,2016,4,2016,VFA-37,F/A-18C,165172,D,Moderate High,1453844349837,,,Yes,Yes,N/A,,N/A,Closed,ECS,ECS Component Failure,2,36,32,,,,,
327,No,1/28/2016,1,2016,4,2016,VFA-15,F/A-18C,164243,HAZREP,Minor,1454357874706,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
325,Yes,1/30/2016,1,2016,4,2016,VFA-97 ,F/A-18E,168869,HAZREP,Unknown,1454271384829,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
61T,Yes,2/1/2016,2,2016,5,2016,VT-7,T-45C,165489,HAZREP,,1457714705394,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,2/3/2016,2,2016,5,2016,VT-28,T-6B,166127,HAZREP,,1458240399655,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,2/3/2016,2,2016,5,2016,VMAT-203,AV-8B,163880,,,1455223250099,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
62T,Yes,2/4/2016,2,2016,5,2016,VT-9,T-45C,165598,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
328,Yes,2/9/2016,2,2016,5,2016,VFA-11,F/A-18F,166633,HAZREP,Minor,1455116462083,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
330,Yes,2/11/2016,2,2016,5,2016,VAQ-132,EA-18G,166937,D,Minor,1455237040229,,,Yes,Yes,Yes,,N/A,Closed,Other,Dehydration and Fatigue,1,,,,,,,
329,Yes,2/11/2016,2,2016,5,2016,VFA-11,F/A-18F,166633,HAZREP,Moderate Low,1457109527522,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
331,Yes,2/11/2016,2,2016,5,2016,VFA-137,F/A-18F,165930,D,Moderate Low,1455302263454,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
332,Yes,2/11/2016,2,2016,5,2016,VFA-131,F/A-18C,165213,D,Moderate High,,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
333,Yes,2/12/2016,2,2016,5,2016,VFA-34,F/A-18C,165217,D,Minor,1455827776540,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
339,Yes,2/12/2016,2,2016,5,2016,VFA-34,F/A-18C,165217,D,Moderate Low,1455831653192,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
334,Yes,2/16/2016,2,2016,5,2016,VAQ-141,EA-18G,166928,D,Severe,1456298924875,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,2,,,,,,
336,Yes,2/17/2016,2,2016,5,2016,VAQ-129,EA-18G,168931,HAZREP,Moderate Low,1455825197178,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
335,Yes,2/17/2016,2,2016,5,2016,VAQ-138,EA-18G,168389,HAZREP,Minor,1455901704237,,,Yes,Yes,Yes,,N/A,Closed,ECS,8A4,2,8,,,,,,
337,Yes,2/18/2016,2,2016,5,2016,VFA-94,F/A-18F,165911,HAZREP,Minor,1456340504784,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
340,Yes,2/22/2016,2,2016,5,2016,VFA-122,F/A-18F,168929,HAZREP,Moderate Low,1458159122872,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
338,Yes,2/22/2016,2,2016,5,2016,VAQ-129,EA-18G,168903,D,Minor,1456201652419,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
342,Yes,2/22/2016,2,2016,5,2016,VFA-122,F/A-18E,168882,HAZREP,Moderate Low,1458166794814,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
64T,Yes,2/22/2016,2,2016,5,2016,VT-21,T-45C,167083,D,,1458703782862,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
63T,Yes,2/22/2016,2,2016,5,2016,VT-7,T-45C,165613,HAZREP,,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
344,Yes,2/29/2016,2,2016,5,2016,VFA-106,F/A-18F,166462,HAZREP,Moderate High,1458053298456,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
,No,2/29/2016,2,2016,5,2016,VT-28,T-6B,166175,HAZREP,,1456773300314,,,N/A,N/A,Yes,,N/A,Closed,,,1,,,,,,,
341,No,3/1/2016,3,2016,6,2016,VFA-136,F/A-18E,166817,HAZREP,Minor,1457626501650,,,Yes,Yes,Yes,,N/A,Closed,Other,Non-Event,2,,,,,,,
345,Yes,3/2/2016,3,2016,6,2016,VFA-103,F/A-18F,166465,HAZREP,Minor,1456942135019,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
,No,3/2/2016,3,2016,6,2016,VT-28,T-6B,166077,D,,1474234672030,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
343,Yes,3/3/2016,3,2016,6,2016,VFA-86,F/A-18E,166952,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
347,Yes,3/8/2016,3,2016,6,2016,VFA-122,F/A-18F,166973,HAZREP,Moderate High,1458325900099,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
348,Yes,3/10/2016,3,2016,6,2016,VFA-147,F/A-18E,166448,HAZREP,Minor,1457981319019,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
349,Yes,3/22/2016,3,2016,6,2016,VFA-106,F/A-18C,164644,HAZREP,Minor,1458828262661,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
65T,Yes,3/24/2016,3,2016,6,2016,VT-21,T-45C,167095,D,,,,,Yes,No,Yes,,N/A,Closed,ECS,Bleed Air Failure,2,,,,,,,
357,Yes,3/25/2016,3,2016,6,2016,VFA-122,F/A-18E,168884,HAZREP,Minor,1459541349110,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
367,Yes,3/25/2016,3,2016,6,2016,VFA-122,F/A-18E,168880,D,Moderate Low,1462832558482,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,3/29/2016,3,2016,6,2016,VFA-37,F/A-18C,164632,D,,1459284192973,,,N/A,N/A,N/A,,N/A,Closed,Other,Mx Malpractice,2,,,,,,,
350,Yes,3/31/2016,3,2016,6,2016,VFA-106,F/A-18C,164210,D,Minor,1460473386132,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,4/3/2016,4,2016,7,2016,VT-28,T-6B,166198,HAZREP,,1459730124804,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
358,Yes,4/3/2016,4,2016,7,2016,VFA-131,F/A-18C,165401,D,Minor,1461005973219,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
352,Yes,4/5/2016,4,2016,7,2016,VAQ-132,EA-18G,166934,HAZREP,Moderate Low,1459870319544,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
351,Yes,4/5/2016,4,2016,7,2016,VFA-11,F/A-18F,166629,HAZREP,Moderate Low,1459959819721,,,Yes,Yes,Yes,,N/A,Closed,Other,Unknown,2,No OBOGS or ECS malfunction identified,,,,,,
353,Yes,4/6/2016,4,2016,7,2016,VFA-106,F/A-18C,164865,D,Moderate Low,1462281703531,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
354,Yes,4/8/2016,4,2016,7,2016,VAQ-133,EA-18G,168378,HAZREP,Minor,1461895693420,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,3,,,,,,,
356,Yes,4/9/2016,4,2016,7,2016,VFA-41,F/A-18F,166847,HAZREP,Moderate High,1460251306175,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
355,Yes,4/9/2016,4,2016,7,2016,VFA-83,F/A-18C,165202,HAZREP,Minor,1462126670239,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
66T,Yes,4/11/2016,4,2016,7,2016,VT-21,T-45C,167103,HAZREP,,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
359,Yes,4/12/2016,4,2016,7,2016,VAQ-135,EA-18G,166939,HAZREP,Minor,1460654001968,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
360,Yes,4/15/2016,4,2016,7,2016,VFA-11,F/A-18F,166631,HAZREP,Minor,1459959762399,,,Yes,Yes,No,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
361,Yes,4/18/2016,4,2016,7,2016,VFA-106,F/A-18C,164673,HAZREP,Minor,1458053295456,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
67T,Yes,4/19/2016,4,2016,7,2016,VT-7,T-45C,165599,C,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,4/22/2016,4,2016,7,2016,VT-27,T-6B,166244,HAZREP,,1462562359603,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
364,Yes,4/22/2016,4,2016,7,2016,VFA-106,F/A-18C,164673,C,Severe,1474301888046,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
68T,Yes,4/24/2016,4,2016,7,2016,VT-7,T-45C,165601,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,ECS,Bleed Air Failure,2,,,,,,,
362,Yes,4/26/2016,4,2016,7,2016,VX-9,F/A-18E,166789,HAZREP,Minor,1461702182368,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
363,Yes,4/27/2016,4,2016,7,2016,VAQ-129,EA-18G,168939,HAZREP,Minor,1461782781198,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
366,Yes,4/27/2016,4,2016,7,2016,VFA-25,F/A-18E,168358,HAZREP,Minor,1462279295662,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
365,Yes,4/28/2016,4,2016,7,2016,VFA-94,F/A-18F,165917,HAZREP,Minor,1463068969878,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
69T,Yes,5/2/2016,5,2016,8,2016,VT-21,T-45C,163599,HAZREP,,1466179900279,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
70T,Yes,5/5/2016,5,2016,8,2016,VT-22,T-45C,165078,HAZREP,,1462504536398,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
368,Yes,5/11/2016,5,2016,8,2016,VAQ-134,EA-18G,168765,HAZREP,Severe,1464877834567,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
370,Yes,5/17/2016,5,2016,8,2016,VAQ-129,EA-18G,168895,HAZREP,Minor,1463604010397,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
71T,Yes,5/17/2016,5,2016,8,2016,VT-9,T-45C,165608,HAZREP,,1463596784081,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
369,Yes,5/17/2016,5,2016,8,2016,VFA-34,F/A-18C,164253,D,Minor,1463665342413,,,Yes,Yes,Yes,,N/A,Closed,ECS,Material Failure,1,AV AIR  HOT DEGD,,,,,,
371,Yes,5/20/2016,5,2016,8,2016,VFA-102,F/A-18F,166890,HAZREP,Minor,1463969073840,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
373,Yes,5/24/2016,5,2016,8,2016,VFA-137,F/A-18E,165909,HAZREP,Minor,1464896271944,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
372,Yes,5/26/2016,5,2016,8,2016,VAQ-141,EA-18G,166933,D,Moderate Low,1464324396013,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
72T,No,5/28/2016,5,2016,8,2016,VT-21,T-45C,165068,D,,1471024853671,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
374,Yes,5/31/2016,5,2016,8,2016,VAQ-129,EA-18G,168939,D,Moderate Low,1464795613220,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
,No,5/31/2016,5,2016,8,2016,VAQ-142,EA-18G,168389,D,,1465999128087,,,N/A,N/A,N/A,,N/A,Closed,ECS,,3,,,,,,,
375,Yes,5/31/2016,5,2016,8,2016,VFA-14,F/A-18E,166435,D,Minor,1464712901189,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
380,Yes,6/1/2016,6,2016,9,2016,VFA-131,F/A-18C,165401,D,Moderate Low,1465574220190,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
76T,Yes,6/1/2016,6,2016,9,2016,VT-86,T-45C,165074,D,,1467172267298,,,Yes,No,Yes,,N/A,Closed,ECS,Cabin Integrity,1,,,,,,,
,No,6/2/2016,6,2016,9,2016,VFA-34,F/A-18C,164630,D,,1466028773298,,,N/A,N/A,N/A,,N/A,Closed,ECS,Ruptured Canopy Seal,2,,,,,,,
377,Yes,6/3/2016,6,2016,9,2016,VAQ-129,EA-18G,168895,HAZREP,Moderate High,1465769706785,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,3,,,,,,,
381,Yes,6/4/2016,6,2016,9,2016,VFA-83,F/A-18C,165182,HAZREP,Minor,1467044469180,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
378,Yes,6/6/2016,6,2016,9,2016,VAQ-129,EA-18G,168896,D,Moderate Low,1465774121460,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
383,Yes,6/6/2016,6,2016,9,2016,VAQ-131,EA-18G,168776,D,Minor,1465416108753,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
392,Yes,6/7/2016,6,2016,9,2016,VFA-41,F/A-18F,166853,D,Moderate Low,1465630735877,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
388-2,Yes,6/7/2016,6,2016,9,2016,VFA-37,F/A-18C,165172,D,,1466101212098,,,Yes,No,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
376,Yes,6/9/2016,6,2016,9,2016,VAQ-142,EA-18G,168389,D,Moderate Low,1465999128087,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,4,,,,,,,
379,Yes,6/9/2016,6,2016,9,2016,VFA-37,F/A-18C,164632,D,Moderate High,1465515723614,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,24,,,,,,
382,Yes,6/13/2016,6,2016,9,2016,VAQ-138,EA-18G,168386,D,Moderate Low,1496164997272,,,Yes,Yes,Yes,,N/A,Closed,Other,"Inconclusive, although a propanoic acid derivative was found in the residual gas sorbent tube.",1,,,,,,,
,No,6/14/2016,6,2016,9,2016,VT-27,T-6B,166211,D,,1467066076581,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
388,Yes,6/14/2016,6,2016,9,2016,VFA-37,F/A-18C,165172,C,Severe,1465941732223,,,Yes,N/A,Yes,,N/A,Closed,ECS,ECS Component Failure,4,N/A,,,,,,
390,Yes,6/16/2016,6,2016,9,2016,VFA-106,F/A-18C,163432,D,Moderate High,1477266286480,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
384,Yes,6/17/2016,6,2016,9,2016,VFA-25,F/A-18E,168357,D,Minor,1466089955046,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
385,Yes,6/20/2016,6,2016,9,2016,VAQ-142,EA-18G,168381,HAZREP,Minor,1467053564233,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
389,No,6/21/2016,6,2016,9,2016,VFA-106,F/A-18D,164024,D,Unknown,,,,No,Yes,No,,N/A,Closed,Other,Non-Event,1,,,,,,,
386,Yes,6/22/2016,6,2016,9,2016,VAQ-130,EA-18G,168254,D,Moderate Low,1466688203850,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
387,Yes,6/22/2016,6,2016,9,2016,VFA-131,F/A-18C,165217,D,Moderate High,1466639756239,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,122,36,,,,,
394,Yes,6/24/2016,6,2016,9,2016,VFA-37,F/A-18C,165176,D,Moderate High,1466797018423,,,Yes,No,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
391,Yes,6/27/2016,6,2016,9,2016,VAQ-129,EA-18G,168940,D,Severe,1467133567788,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
393,Yes,6/30/2016,6,2016,9,2016,VMFA-251,F/A-18C,164964,D,Severe,1467206641245,,,Yes,Yes,Yes,,N/A,Open,ECS,Windscreen Sealant and SMRF Valve Failure,1,,,,,,,
396,Yes,7/5/2016,7,2016,10,2016,VFA-131,F/A-18C,165407,D,Minor,1467751707511,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,2,,,,,,
397,Yes,7/6/2016,7,2016,10,2016,VFA-81,F/A-18E,166832,D,Moderate Low,1467891900811,,,Yes,Yes,N/A,,N/A,Closed,Other,Human Factors,3,,,,,,,
73T,Yes,7/7/2016,7,2016,10,2016,VT-22,T-45C,167075,HAZREP,,1469220572887,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
74T,Yes,7/10/2016,7,2016,10,2016,VT-7,T-45C,165474,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
398,Yes,7/13/2016,7,2016,10,2016,VFA-211,F/A-18F,166799,D,Unknown,1468434005864,,,Yes,Yes,Yes,,N/A,Closed,AOS,Complete OBOGS Failure,1,,,,,,,
423,Yes,7/13/2016,7,2016,10,2016,VFA-106,F/A-18C,164673,D,Minor,1482944163604,,,Yes,Yes,Yes,,N/A,Open,ECS,Cabin Pressure Relief Valve,3,,,,,,,
,No,7/14/2016,7,2016,10,2016,VT-27,T-6B,166121,D,,,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
395,Yes,7/15/2016,7,2016,10,2016,VFA-37,F/A-18C,164954,D,Moderate High,1468619179567,,,No,No,No,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
402,Yes,7/18/2016,7,2016,10,2016,VFA-37,F/A-18C,164968,D,Moderate Low,1473831789394,,,Yes,No,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
399,Yes,7/20/2016,7,2016,10,2016,VAQ-209,EA-18G,166896,D,Minor,1469516579675,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,3,,,,,,,
75T,Yes,7/20/2016,7,2016,10,2016,VT-86,T-45C,165074,D,,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
401,Yes,8/1/2016,8,2016,11,2016,VFA-106,F/A-18E,168908,D,Minor,1482954242736,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,1,,,,,,,
400,Yes,8/1/2016,8,2016,11,2016,VFA-147,F/A-18E,166444,D,Moderate Low,1470771871677,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
77T,Yes,8/2/2016,8,2016,11,2016,VT-9,T-45C,165497,D,,1471386306891,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
78T,Yes,8/3/2016,8,2016,11,2016,VT-7,T-45C,165084,D,,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
403,Yes,8/5/2016,8,2016,11,2016,VFA-106,F/A-18D,163700,D,Moderate Low,1477276886230,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
404,Yes,8/10/2016,8,2016,11,2016,VAQ-129,EA-18G,168895,HAZREP,Moderate Low,1470951323470,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,4,,,,,,,
,No,8/10/2016,8,2016,11,2016,VT-27,T-6B,166014,C,,1471358984144,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
408,Yes,8/10/2016,8,2016,11,2016,VMFA(AW)-225,F/A-18D,165530,D,Minor,1482107513901,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
417,Yes,8/11/2016,8,2016,11,2016,VFA-37,F/A-18C,164976,C,Minor,1472843141237,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
79T,Yes,8/14/2016,8,2016,11,2016,VT-21,T-45C,163621,A,,1471229487476,,,N/A,N/A,N/A,,N/A,Closed,AOS,Contamination / Procedure,1,,,,,,,
,Yes,8/16/2016,8,2016,11,2016,VT-10,T-6A,165966,D,,1474041785979,,,N/A,N/A,N/A,,N/A,Open,AOS,Leak,1,,,,,,,
,No,8/16/2016,8,2016,11,2016,VT-10,T-6A,165965,HAZREP,,1473968039000,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
405,Yes,8/17/2016,8,2016,11,2016,VFA-87,F/A-18E,168914,HAZREP,Minor,1472157118724,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
410,Yes,8/28/2016,8,2016,11,2016,VFA-105,F/A-18E,166654,HAZREP,Moderate High,1473662201598,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,1,,,,,,,
,No,8/29/2016,8,2016,11,2016,VFA-34,F/A-18C,165213,HAZREP,,1480450190479,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,3,,,,,,,
406,Yes,8/30/2016,8,2016,11,2016,VAQ-139,EA-18G,168257,D,Moderate Low,1472658394312,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,Sensor Failure,SMRV valve,,,,,
412,Yes,8/30/2016,8,2016,11,2016,VFA-34,F/A-18C,165197,D,Moderate Low,,,,Yes,No,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
409,Yes,8/31/2016,8,2016,11,2016,VFA-87,F/A-18E,168917,HAZREP,Moderate High,1473186403770,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
80T,Yes,8/31/2016,8,2016,11,2016,VT-9,T-45C,165623,D,,1475000882899,,,Yes,No,Yes,,N/A,Closed,AOS,,1,,,,,,,
407,Yes,8/31/2016,8,2016,11,2016,VFA-34,F/A-18C,165403,HAZREP,Moderate High,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
,No,9/6/2016,9,2016,12,2016,CNATRA Corpus,T-6B,166259,HAZREP,,1476302046859,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
411,Yes,9/6/2016,9,2016,12,2016,VMFA(AW)-225,F/A-18D,165532,D,Moderate Low,1483061304216,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
81T,Yes,9/7/2016,9,2016,12,2016,VT-21,T-45C,163628,D,,1474937301756,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
413,Yes,9/8/2016,9,2016,12,2016,VFA-122,F/A-18E,169116,D,Moderate Low,1473715274985,,,Yes,No,Yes,,N/A,Open,Other,Inconclusive,1,,,,,,,
,No,9/12/2016,9,2016,12,2016,VT-10,T-6A,195968,HAZREP,,1474645373580,,,N/A,N/A,Yes,,N/A,Closed,,,1,,,,,,,
,No,9/12/2016,9,2016,12,2016,VMFAT-501,F-35B,168726,HAZREP,,,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
82T,Yes,9/13/2016,9,2016,12,2016,VT-21,T-45C,163628,HAZREP,,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
,No,9/16/2016,9,2016,12,2016,VT-28,T-6B,166210,HAZREP,,1474917602182,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
414,Yes,9/17/2016,9,2016,12,2016,VFA-87,F/A-18E,168917,HAZREP,Moderate Low,1474574009404,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
83T,Yes,9/20/2016,9,2016,12,2016,VT-9,T-45C,165599,HAZREP,,1475691313672,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
84T,Yes,9/21/2016,9,2016,12,2016,VT-22,T-45C,167074,D,,,,,Yes,Yes,Yes,,N/A,Closed,Other,Non-specified Annunciated Malfunction,2,,,,,,,
,No,9/23/2016,9,2016,12,2016,VT-28,T-6B,166076,D,,1475095238153,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
85T,Yes,9/23/2016,9,2016,12,2016,VT-9,T-45C,165620,HAZREP,,1475524545655,,,Yes,Yes,Yes,,N/A,Closed,Other,Bleed Air Failure,2,,,,,,,
415,Yes,9/23/2016,9,2016,12,2016,VFA-37,F/A-18C,164954,D,Unknown,,,,No,Yes,Yes,,N/A,Closed,ECS,,3,,,,,,,
416,Yes,9/29/2016,9,2016,12,2016,VFA-122,F/A-18F,166790,D,Moderate Low,1475781280721,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,3,,,,,,,
418,Yes,10/11/2016,10,2016,1,2017,VAQ-137,EA-18G,168269,D,Minor,1476295063705,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
